Recipe Title;Energy;Carbs;Protein;Fat;Time;Filters;Preparation;Photo
Falafelwafel met hummus en een groene salade;685 kcal ;48 gram;22 gram;41 gram;10 min;['veganistisch', 'lactosevrij', 'snel', 'midden oosters', 'hoofdgerecht', 'wat eten we vandaag'];['Snijd de peterselie fijn, de bosui in ringen en de snoepkomkommers in plakjes. Pers de citroen uit. Meng door elkaar en breng op smaak met de extra vierge olijfolie, 1 el citroensap (per 2 personen), peper en eventueel zout.', 'Verhit het wafelijzer. Verdeel het falafeldeeg in 4 gelijke porties en vorm er met natte handen 4 bolletjes van. Vet het wafelijzer in met de milde olijfolie. Verdeel de deegbolletjes over het hete wafelijzer en bak in 3-4 min. gaar en licht goudbruin. ', 'Haal ondertussen de blaadjes van de krop sla. Verdeel de falafelwafels (2 per persoon), groene salade, blaadjes sla en de hummus over de borden.'];https://static.ah.nl/static/recepten/img_113729_1224x900_JPG.jpg
Vegan lasagne bolognese;650 kcal ;61 gram;37 gram;24 gram;45 min;['lactosevrij', 'veganistisch', 'oven', 'pasta', 'hoofdgerecht', 'wat eten we vandaag', 'herfst', 'winter'];['Snipper de ui, snijd de selderij en wortel in blokjes van ½ cm. Verhit ⅖ van de olie in een hapjespan en bak de ui, selderij en wortel 10 min. op middelhoog vuur, blijf goed omscheppen. Snijd ondertussen de knoflook fijn. Haal de blaadjes en naaldjes van de takjes verse kruiden en snijd fijn. Voeg de verse kruiden, knoflook, rode wijn, het water, de tomatenblokjes en het gehakt toe aan de groenten en laat nog 30 min. met de deksel op de pan koken. Bestrooi met peper en zout.', ' Verwarm de oven voor op 180 °C. Verhit ondertussen de rest van de olie in een hapjespan, roer de bloem erdoor en laat op laag vuur 5 min. garen tot de bloem licht begint te kleuren. Zet het vuur wat hoger en voeg al roerend in scheuten de amandelmelk toe.Voeg de edelgistvlokken en nootmuskaat toe en breng op smaak met peper en eventueel zout. Blijf roeren totdat je een bechamelsaus krijgt, dit duurt ca. 10 min.', 'Schep een beetje tomatensaus op de bodem van de ovenschaal en verdeel ⅓ van de lasagnevellen erover. Verdeel daar ⅓ van de bolognesesaus en vervolgens ⅓ van de bechamelsaus erover herhaal totdat je 3 lagen hebt.  Snijd de tomaten in dunne plakken en verdeel over de bovenkant van de lasagne. Bak de lasagne in het midden van de oven in ca. 45 min goudbruin en gaar. Dek eventueel halverwege af als de tomaten te donker worden. '];https://static.ah.nl/static/recepten/img_115503_1224x900_JPG.jpg
Salade van paarse peen;405 kcal ;16 gram;9 gram;32 gram;15 min;['glutenvrij', 'vegetarisch', 'salade', 'lunch', 'bijgerecht', 'herfst'];['Schil de peen en schaaf met een dunschiller in dunne lange linten. Boen de citroen schoon Rasp de gele schil van de citroen en pers de vrucht uit. Meng (per 4 personen) 1 el citroensap en het rasp door de linten.', 'Doe de kikkererwten in een vergiet, spoel onder koud stromend water en laat uitlekken. Snijd de tomaten in parten en de muntblaadjes grof. Verdeel de veldsla over een schaal. Meng de peen, kikkererwten, tomaten en munt door elkaar en verdeel over de veldsla.', 'Verbrokkel de kaas en verdeel erover. Besprenkel (per 4 personen) met 2 el olie uit het potje en bestrooi met het sesamzaad. '];https://static.ah.nl/static/recepten/img_113728_1224x900_JPG.jpg
Vegan aardappelgratin;435 kcal ;43 gram;7 gram;25 gram;20 min;['lactosevrij', 'veganistisch', 'glutenvrij', 'oven', 'bijgerecht', 'herfst', 'winter'];['Pel de knoflook. Kneus de peperkorrels en knoflook met de platte kant van een mes. Pel en snipper de sjalotjes. Breng de sojaroom met de knoflook, peper, sjalot en takjes tijm aan de kook. Zet het vuur uit en laat 1 uur trekken.', 'Verwarm de oven voor op 150 °C. Vet de ovenschaal in met de olie.\n', 'Schil de aardappelen en spoel ze af in een vergiet. Zeef het sojamengsel en doe in een kookpan. Breng aan de kook en haal van het vuur. Schaaf de aardappelen in dunne plakjes direct boven de pan. Zo komt alle zetmeel in de gratin, wat zorgt voor een goede structuur. Meng goed. Doe het aardappelmengsel in de ovenschaal en laat in 55 min. gaar worden in de oven. ', 'Zet de oven op 220 °C en laat de toplaag in ca. 10 min. goudbruin worden.'];https://static.ah.nl/static/recepten/img_113730_1224x900_JPG.jpg
Thaise burgers met komkommersalade;310 kcal ;12 gram;17 gram;21 gram;25 min;['lactosevrij', 'hoofdgerecht', 'wat eten we vandaag', 'bakken'];['Snijd de salade-uitjes in heel dunne ringetjes. Snijd de koriander grof. Schil en rasp de gember. Snijd de peper in dunne ringetjes. Boen de limoen schoon, rasp de groene schil en pers de vrucht uit. Meng de helft van de salade-ui, de helft van de koriander, de gember, rode peper en limoenrasp door het gehakt. Breng op smaak met de vissaus. ', 'Maak ovale burgers van het gehakt en bestrooi ze aan beide kanten met de sesamzaadjes. Verhit de zonnebloemolie en ⅓ van de sesamolie in een koekenpan en bak de burgers in ca. 10 min. aan beide kanten goudbruin en gaar.', 'Schil de komkommers, halveer in de lengte en verwijder met een theelepel de zaadlijsten. Snijd de helften in dunne plakjes. Meng met de rest van de sesamolie, het limoensap en de rest van de salade-ui en de koriander.', 'Maak van een paar blaadjes sla een ‘broodje’ en leg er een burger op. Besprenkel met de chilisaus. Leg er ook een paar blaadjes sla op. Herhaal met de rest van de sla en de burgers. Serveer met de komkommersalade.'];https://static.ah.nl/static/recepten/img_113742_1224x900_JPG.jpg
Chocolate chip cookies;360 kcal ;48 gram;5 gram;16 gram;10 min;['oven', 'amerikaans', 'gebak', 'traktatie', 'verjaardag'];['Klop de zachte boter met de basterdsuiker en de kristalsuiker met de handmixer tot het goed gemengd is. Dit duurt ca. 30 sec. Voeg het ei toe en klop tot een glad mengsel. Dit duurt ook ca. 30 sec. Zeef de bloem en spatel samen met het zout en de baking soda door het botermengsel. Voeg de chocolate chips toe. Kneed kort door. Pak in vershoudfolie en laat minimaal 1 uur rusten in de koelkast.', 'Verwarm de oven voor op 180 °C. Bekleed een bakplaat met bakpapier. Verdeel het deeg in 8 balletjes. Verdeel de deegballetjes met voldoende tussenruimte over de bakplaat. Druk ze met je vingers slordig plat tot een koekje van Ø 10 cm. Laat in 10  min. gaar worden in de oven. Laat ze niet te bruin worden, dan zijn ze niet meer ‘chewy’. Laat afkoelen.'];https://static.ah.nl/static/recepten/img_113738_1224x900_JPG.jpg
Pompoenlasagne met pecannoten & gorgonzolasaus;605 kcal ;26 gram;22 gram;44 gram;25 min;['zonder vlees/vis', 'oven', 'hoofdgerecht', 'herfst'];['Verwarm de oven voor op 180 °C. Snijd de gorgonzola in stukjes. Meng de ricotta met de handmixer met de gorgonzola en crème fraîche tot een zo glad mogelijk mengsel. Snipper de sjalotjes en snijd de knoflook fijn. Ris de blaadjes tijm van de takjes. ', 'Verhit de helft van de olijfolie in een koekenpan en fruit de sjalot, knoflook en ui 3 min. op laag vuur. Doe de ontdooide tuinerwten in een vergiet en giet er kokend water over. Laat goed uitlekken en meng met de sjalot, knoflook en tijm. Pureer met de staafmixer en breng op smaak met peper en eventueel zout. Hak de noten fijn.', 'Vet de ovenschaal in met de rest van de olie. Maak laagjes van telkens ¼ van de pompoenlasagne, ⅓ van de tuinerwten en ⅓ ricotta. Bestrooi met de noten. Laat in ca. 60 min gaar worden in de oven. Dek indien nodig af met aluminiumfolie als de noten te donker worden.'];https://static.ah.nl/static/recepten/img_113741_1224x900_JPG.jpg
Snelle bowl met rijst, vlees en groente;452 kcal ;63 gram;28 gram;8 gram;15 min;['snel', 'aziatisch', 'rijst', 'hoofdgerecht', 'wat eten we vandaag', 'roerbakken/wokken'];['Snijd de paksoi in repen van 2 cm. Snijd de knoflook fijn. Halveer de filetlapjes in de lengte en snijd in de breedte in dunne plakjes.', ' Verhit de olie in een wok en roerbak de paksoi, knoflook en bimi en sugarsnaps 7 min. op hoog vuur. Neem uit de pan. Voeg de filetlapjes en char siu toe en bak 3 min. in dezelfde pan. Meng met de groente. Breng op smaak met peper en eventueel zout.', ' Schil ondertussen de winterpeen en schaaf met een dunschiller in de lengte in linten. Verwarm de basmatirijst volgens de aanwijzingen op de verpakking.', 'Verdeel de rijst, het groente-vleesmengsel en de peenlinten over 4 diepe borden.'];https://static.ah.nl/static/recepten/img_113740_1224x900_JPG.jpg
Roze koeken van Rutger Bakt;215 kcal ;33 gram;2 gram;8 gram;20 min;['oven', 'hollands', 'gebak', 'kindergerecht', 'verjaardag', 'valentijn', 'vaderdag', 'traktatie', 'moederdag', 'kinderrecepten'];['Verwarm de oven voor op 180 °C en vet de cupcakevorm in met boter. Laat de frambozen ontdooien. Laat de roomboter en eieren op kamertemperatuur komen.\n', 'Doe alle ingrediënten behalve de frambozen en poedersuiker in een kom en meng kort door elkaar tot een glad beslag. Verdeel het beslag over de cupcakevorm. Dit gaat het makkelijkst met een spuitzak. Zet de vorm in de oven en leg een bakplaat op de cupcakevorm. Daardoor worden de cakejes minder bol. Bak ze 10 minuten, haal de bakplaat eraf en bak ze nog 6-11 minuten. De bovenkant van de cakejes blijft erg licht, dat hoort zo.', 'Stort de cakejes op een stuk bakpapier en laat ze 10 minuten op hun kop liggen, zodat de bovenkant mooi plat wordt. Laat de cakejes verder afkoelen op een rooster.', 'Prak de ontdooide frambozen met een vork. Druk de frambozen door een fijne zeef, zodat de pitjes achterblijven. Weeg 50 gram van de frambozenmoes af en doe in een steelpan. Voeg de poedersuiker toe en meng tot een glazuur. Verwarm het glazuur al roerend tot lauwwarm. Doop de cakejes met de bovenkant in het glazuur en laat ze opdrogen.'];https://static.ah.nl/static/recepten/img_113743_1224x900_JPG.jpg
Chocoladekoekjes van Rutger Bakt;80 kcal ;8 gram;5 gram;1 gram;15 min;['vooraf te maken', 'oven', 'gebak', 'verjaardag', 'traktatie', 'vaderdag', 'moederdag', 'valentijnsdag'];['Laat de boter en eieren op kamertemperatuur komen. Doe de boter, basterdsuiker, het vanille-extract en zout in een kom en meng tot een romig geheel. Splits het ei. Meng de eidooier door het botermengsel. Het eiwit wordt niet gebruikt. Voeg vervolgens de bloem, cacaopoeder en baking soda toe en kneed het tot een deeg. Kneed er als laatste de gehakte chocolade door.', 'Verdeel het deeg in twee rollen met een doorsnede van 3-4 centimeter. Verpak de rollen in vershoudfolie en laat minimaal 1 uur rusten in de koelkast.\n', 'Verwarm de oven voor op 170 °C en bekleed een bakplaat met bakpapier. Snijd de deegrollen in plakjes van 1 centimeter dik en leg de plakjes met wat tussenruimte op de bakplaat. Bak de chocoladekoekjes 18-23 minuten in de oven en laat ze afkoelen op een rooster.'];https://static.ah.nl/static/recepten/img_113739_1224x900_JPG.jpg
Pad thai rijstvelloempia’s met garnalen;100 kcal ;19 gram;4 gram;1 gram;20 min;['lactosevrij', 'zonder vlees', 'aziatisch', 'borrelhapje', 'borrel', 'picknick', 'oud & nieuw', 'koken'];['Kook de rijstnoedels uit het pakje streetfood in 6 min. gaar. Roer af en toe met een vork door de noedels. Giet af en spoel onder koud stromend water.', 'Halveer de limoen, pers 1 helft uit en snijd de andere helft in 4 partjes. Haal de blaadjes van de koriander.  Schep de helft van het zakje saus (uit het pakje streetfood) en 1 el limoensap om met de rijstnoedels.', ' Vul een schaal of diep bord tot halverwege met lauwwarm water. Week hierin een rijstvel 20 sec.  Leg het vel op een schone, vochtige theedoek om plakken te voorkomen.', 'Neem een rijstvel en leg in het midden een aantal blaadjes koriander en verdeel hierover 3 garnalen. Verdeel 1⁄8 van de taugé en 1⁄8 van de rijstnoedels en een paar pindastukjes (uit het pakje streetfood) over de garnalen. Zorg dat de vulling de vorm van een worstje van 7 x 3 cm heeft. Vouw het rijstvel over de vulling, vouw de zijkanten naar binnen en rol op. Herhaal dit tot alle loempiaatjes gemaakt zijn.', 'Serveer de rijstvelloempia’s met de limoenpartjes.'];https://static.ah.nl/static/recepten/img_115307_1224x900_JPG.jpg
Pompoentosti met ricotta en truffel;465 kcal ;38 gram;15 gram;27 gram;20 min;['zonder vlees/vis', 'brood/sandwiches', 'lunch', 'herfst', 'bakken'];"['Rasp de jonge en oude kaas. Ris de naaldjes van de rozemarijn en snijd fijn. Meng de kazen en rozemarijn door de ricotta en breng op smaak met versgemalen peper. ', 'Besmeer alle sneetjes brood met het kaasmengsel. Doe de ontdooide pompoen in en vergiet en druk voorzichtig wat van het vocht eruit. Verdeel de pompoenstukjes over de helft van de broodjes en dek af met de rest van de sneetjes brood. Besmeer de bovenkanten van de tosti met de helft van de truffelmayonaise. ', ""Verhit voor 4 tosti's 2 koekenpannen zonder olie of boter op laag vuur en leg de tosti’s met de bovenkanten naar beneden in de pannen. Bestrijk nu de bovenkanten met de rest van de mayonaise. Bak de tosti’s 10 min. met de deksel op de pan op laag tot middelhoog vuur. Keer halverwege. Neem de deksel van de pan, zet het vuur iets hoger en bak nog 4 min. voor een goudbruin en krokante buitenkant. Keer halverwege.""]";https://static.ah.nl/static/recepten/img_115502_1224x900_JPG.jpg
Pompoenbitterballen met geitenkaas en chorizo;125 kcal ;9 gram;4 gram;8 gram;25 min;['borrelhapje', 'borrel', 'oud & nieuw', 'herfst', 'frituren'];['Schil de pompoen, verwijder de zaadlijsten en snijd in blokjes van ca. 1,5 cm. Breng een pan met een laagje water en zout aan de kook en kook de pompoenblokjes 5 min. Giet af en laat goed uitlekken. Prak grof met een vork en laat afkoelen. Je mag nog stukjes pompoen zien.', 'Ontvel ondertussen de chorizo, halveer in de lengte en snijd in stukjes van een 1/2 cm. Verhit ondertussen een koekenpan zonder olie of boter en bak de chorizo 5 min. op middelhoog vuur krokant. Laat uitlekken op keukenpapier.  Verkruimel de geitenkaas en chorizo boven de pompoen. Breng op smaak met peper en eventueel zout. Meng alles goed door elkaar. Is het mengsel te slap? Laat 15 min. afkoelen in de koelkast.', 'Doe de bloem in een kom. Breek de eieren boven een andere kom en klop los met een vork. Doe de panko in een derde kom.  Vorm met natte handen balletjes ter grootte van een walnoot van het mengsel.  Wentel de balletjes achtereenvolgens door de bloem, het ei en de panko.', 'Verhit de olie in een (frituur)pan tot 180 °C. De olie is heet genoeg, als een stukje brood meteen begint te bruisen in de olie. Frituur de bitterballen ongeveer 3 min. of tot ze goudbruin zijn. Neem met een schuimspaan uit de olie en laat uitlekken op keukenpapier.'];https://static.ah.nl/static/recepten/img_115501_1224x900_JPG.jpg
Geroosterde aubergine met linzen & komkommercouscous;495 kcal ;56 gram;16 gram;20 gram;20 min;['vegetarisch', 'oven', 'midden oosters', 'couscous', 'hoofdgerecht', 'wat eten we vandaag'];['Verwarm de oven voor op 200 °C. Halveer de aubergine in de lengte en snijd het vruchtvlees kruislings in zonder de schil te beschadigen. Meng de harissa met de helft van de olie en besmeer de aubergine helften ermee. Leg met de snijkant naar boven op een met bakpapier beklede bakplaat en bestrooi eventueel met zout.  Bak ca. 30 min. onder het midden van de oven.', 'Doe ondertussen de couscous in een kom en schenk er het kokend water over. Dek af en laat 10 min. staan.', 'Snijd de komkommer in blokjes van 1 cm en snijd de peterselie fijn. Roer de couscous los met een vork en schep om met de rest van de olie, het limoensap, de helft van de peterselie en de komkommer. Breng op smaak met peper en eventueel zout.', 'Neem de auberginehelften uit de oven en verdeel de linzen en Turkse yoghurt erover.  Garneer met de rest van de peterselie en serveer met de komkommercouscous.'];https://static.ah.nl/static/recepten/img_115304_1224x900_JPG.jpg
Mezze met zelfgemaakt platbrood;875 kcal ;75 gram;28 gram;48 gram;25 min;['vegetarisch', 'midden oosters', 'borrelhapje', 'hoofdgerecht', 'borrel', 'bakken'];['Meng de gist met de suiker en de helft van het lauwwarme water. Laat 10 min. staan.', 'Meng de bloem met de sumak en het zout in een grote kom. Maak een kuiltje in het midden en voeg het gistmengsel toe. Meng het bloemmengsel beetje bij beetje met het gistmengsel. Voeg de rest van het lauwwarm water toe en kneed tot een samenhangend deeg. Vorm een bol van het deeg en dek de kom af met een vochtige theedoek. Laat 20 min. rijzen.', 'Bak ondertussen de gegrilde groenten met 1 el olie en de ras el hanout in 8 min. op middelhoog vuur goudbruin. Breng op smaak met peper en eventueel zout.', 'Hak de pistachenoten grof. Verdeel de hummus, feta, groenten en pistachenoten over verschillende bakjes', 'Maak 8 balletjes van het gerezen deeg. Rol ze op een met bloem bestoven werkblad dun uit.  Verhit 1 el olie in een grote koekenpan en bak twee platbroden in 3 min. goudbruin en gaar. Keer halverwege om. Herhaal dit met de rest van het deeg en telkens een ½ el olie.', 'Serveer de platbroden met de mezze.'];https://static.ah.nl/static/recepten/img_115306_1224x900_JPG.jpg
